Nr.;Jahr;Gemeindeteilschlüssel;Gemeindeteilebene;Gemeindeteilname;Alter;Bevölkerung am Ort der Hauptwohnung
5439;2015;0091;Stadtteil;Neuostheim;44;37
5440;2015;0091;Stadtteil;Neuostheim;45;42
5441;2015;0091;Stadtteil;Neuostheim;46;54
5443;2015;0091;Stadtteil;Neuostheim;48;48
5444;2015;0091;Stadtteil;Neuostheim;49;61
5446;2015;0091;Stadtteil;Neuostheim;51;46
5448;2015;0091;Stadtteil;Neuostheim;53;45
5450;2015;0091;Stadtteil;Neuostheim;55;40
5460;2015;0091;Stadtteil;Neuostheim;65;26
5461;2015;0091;Stadtteil;Neuostheim;66;41
5470;2015;0091;Stadtteil;Neuostheim;75;35
5475;2015;0091;Stadtteil;Neuostheim;80;22
5476;2015;0091;Stadtteil;Neuostheim;81;19
5483;2015;0092;Stadtteil;Neuhermsheim;1;48
5129;2015;0070;Stadtteil;Schönau;82;52
5130;2015;0070;Stadtteil;Schönau;83;70
5138;2015;0081;Stadtteil;Waldhof;4;119
5139;2015;0081;Stadtteil;Waldhof;5;118
5141;2015;0081;Stadtteil;Waldhof;7;105
5153;2015;0081;Stadtteil;Waldhof;19;112
5154;2015;0081;Stadtteil;Waldhof;20;130
5155;2015;0081;Stadtteil;Waldhof;21;126
5157;2015;0081;Stadtteil;Waldhof;23;155
5158;2015;0081;Stadtteil;Waldhof;24;144
5163;2015;0081;Stadtteil;Waldhof;29;168
5164;2015;0081;Stadtteil;Waldhof;30;172
5165;2015;0081;Stadtteil;Waldhof;31;160
5168;2015;0081;Stadtteil;Waldhof;34;164
5175;2015;0081;Stadtteil;Waldhof;41;143
5178;2015;0081;Stadtteil;Waldhof;44;138
5181;2015;0081;Stadtteil;Waldhof;47;144
5182;2015;0081;Stadtteil;Waldhof;48;150
5186;2015;0081;Stadtteil;Waldhof;52;188
5187;2015;0081;Stadtteil;Waldhof;53;137
5188;2015;0081;Stadtteil;Waldhof;54;148
5190;2015;0081;Stadtteil;Waldhof;56;155
5192;2015;0081;Stadtteil;Waldhof;58;108
5195;2015;0081;Stadtteil;Waldhof;61;136
5197;2015;0081;Stadtteil;Waldhof;63;116
5199;2015;0081;Stadtteil;Waldhof;65;114
5202;2015;0081;Stadtteil;Waldhof;68;86
5205;2015;0081;Stadtteil;Waldhof;71;96
5208;2015;0081;Stadtteil;Waldhof;74;105
5209;2015;0081;Stadtteil;Waldhof;75;94
5218;2015;0081;Stadtteil;Waldhof;84;52
5235;2015;0082;Stadtteil;Gartenstadt;14;96
5243;2015;0082;Stadtteil;Gartenstadt;22;102
5246;2015;0082;Stadtteil;Gartenstadt;25;89
5249;2015;0082;Stadtteil;Gartenstadt;28;97
5251;2015;0082;Stadtteil;Gartenstadt;30;82
5258;2015;0082;Stadtteil;Gartenstadt;37;98
5264;2015;0082;Stadtteil;Gartenstadt;43;115
5267;2015;0082;Stadtteil;Gartenstadt;46;167
5269;2015;0082;Stadtteil;Gartenstadt;48;172
5270;2015;0082;Stadtteil;Gartenstadt;49;213
5273;2015;0082;Stadtteil;Gartenstadt;52;187
5274;2015;0082;Stadtteil;Gartenstadt;53;205
5276;2015;0082;Stadtteil;Gartenstadt;55;195
5285;2015;0082;Stadtteil;Gartenstadt;64;118
5297;2015;0082;Stadtteil;Gartenstadt;76;127
5299;2015;0082;Stadtteil;Gartenstadt;78;114
5302;2015;0082;Stadtteil;Gartenstadt;81;87
5304;2015;0082;Stadtteil;Gartenstadt;83;60
5309;2015;0083;Stadtteil;Luzenberg;1;37
5313;2015;0083;Stadtteil;Luzenberg;5;48
5314;2015;0083;Stadtteil;Luzenberg;6;41
5316;2015;0083;Stadtteil;Luzenberg;8;51
5318;2015;0083;Stadtteil;Luzenberg;10;35
5319;2015;0083;Stadtteil;Luzenberg;11;40
5320;2015;0083;Stadtteil;Luzenberg;12;37
5321;2015;0083;Stadtteil;Luzenberg;13;34
5324;2015;0083;Stadtteil;Luzenberg;16;42
5326;2015;0083;Stadtteil;Luzenberg;18;29
5331;2015;0083;Stadtteil;Luzenberg;23;62
5337;2015;0083;Stadtteil;Luzenberg;29;50
5340;2015;0083;Stadtteil;Luzenberg;32;50
5344;2015;0083;Stadtteil;Luzenberg;36;47
5348;2015;0083;Stadtteil;Luzenberg;40;47
5352;2015;0083;Stadtteil;Luzenberg;44;50
5354;2015;0083;Stadtteil;Luzenberg;46;47
5357;2015;0083;Stadtteil;Luzenberg;49;53
5358;2015;0083;Stadtteil;Luzenberg;50;38
5359;2015;0083;Stadtteil;Luzenberg;51;47
5360;2015;0083;Stadtteil;Luzenberg;52;56
5365;2015;0083;Stadtteil;Luzenberg;57;34
5366;2015;0083;Stadtteil;Luzenberg;58;35
5368;2015;0083;Stadtteil;Luzenberg;60;29
5380;2015;0083;Stadtteil;Luzenberg;72;9
5382;2015;0083;Stadtteil;Luzenberg;74;13
5383;2015;0083;Stadtteil;Luzenberg;75;10
5384;2015;0083;Stadtteil;Luzenberg;76;17
5385;2015;0083;Stadtteil;Luzenberg;77;11
5387;2015;0083;Stadtteil;Luzenberg;79;9
5389;2015;0083;Stadtteil;Luzenberg;81;7
5393;2015;0083;Stadtteil;Luzenberg;85-89;14
5394;2015;0083;Stadtteil;Luzenberg;90+;4
5395;2015;0091;Stadtteil;Neuostheim;0;19
5396;2015;0091;Stadtteil;Neuostheim;1;29
5401;2015;0091;Stadtteil;Neuostheim;6;33
5402;2015;0091;Stadtteil;Neuostheim;7;19
5405;2015;0091;Stadtteil;Neuostheim;10;24
5406;2015;0091;Stadtteil;Neuostheim;11;21
5408;2015;0091;Stadtteil;Neuostheim;13;28
5410;2015;0091;Stadtteil;Neuostheim;15;20
5413;2015;0091;Stadtteil;Neuostheim;18;26
5417;2015;0091;Stadtteil;Neuostheim;22;38
5419;2015;0091;Stadtteil;Neuostheim;24;25
5421;2015;0091;Stadtteil;Neuostheim;26;41
5423;2015;0091;Stadtteil;Neuostheim;28;36
5430;2015;0091;Stadtteil;Neuostheim;35;50
5432;2015;0091;Stadtteil;Neuostheim;37;39
5433;2015;0091;Stadtteil;Neuostheim;38;48
5434;2015;0091;Stadtteil;Neuostheim;39;33
5438;2015;0091;Stadtteil;Neuostheim;43;40
5021;2015;0060;Stadtteil;Sandhofen;61;139
5022;2015;0060;Stadtteil;Sandhofen;62;147
5023;2015;0060;Stadtteil;Sandhofen;63;167
5024;2015;0060;Stadtteil;Sandhofen;64;154
5028;2015;0060;Stadtteil;Sandhofen;68;154
5029;2015;0060;Stadtteil;Sandhofen;69;134
5031;2015;0060;Stadtteil;Sandhofen;71;137
5039;2015;0060;Stadtteil;Sandhofen;79;138
5041;2015;0060;Stadtteil;Sandhofen;81;109
5047;2015;0070;Stadtteil;Schönau;0;125
5052;2015;0070;Stadtteil;Schönau;5;128
5053;2015;0070;Stadtteil;Schönau;6;124
5054;2015;0070;Stadtteil;Schönau;7;121
5055;2015;0070;Stadtteil;Schönau;8;145
5057;2015;0070;Stadtteil;Schönau;10;123
5058;2015;0070;Stadtteil;Schönau;11;124
5059;2015;0070;Stadtteil;Schönau;12;143
5061;2015;0070;Stadtteil;Schönau;14;124
5064;2015;0070;Stadtteil;Schönau;17;153
5071;2015;0070;Stadtteil;Schönau;24;178
5076;2015;0070;Stadtteil;Schönau;29;170
5077;2015;0070;Stadtteil;Schönau;30;138
5078;2015;0070;Stadtteil;Schönau;31;153
5081;2015;0070;Stadtteil;Schönau;34;167
5083;2015;0070;Stadtteil;Schönau;36;134
5084;2015;0070;Stadtteil;Schönau;37;166
5088;2015;0070;Stadtteil;Schönau;41;163
5089;2015;0070;Stadtteil;Schönau;42;170
5090;2015;0070;Stadtteil;Schönau;43;182
5091;2015;0070;Stadtteil;Schönau;44;187
5093;2015;0070;Stadtteil;Schönau;46;194
5095;2015;0070;Stadtteil;Schönau;48;208
5096;2015;0070;Stadtteil;Schönau;49;197
5098;2015;0070;Stadtteil;Schönau;51;237
5113;2015;0070;Stadtteil;Schönau;66;153
5116;2015;0070;Stadtteil;Schönau;69;104
5117;2015;0070;Stadtteil;Schönau;70;77
5119;2015;0070;Stadtteil;Schönau;72;98
5120;2015;0070;Stadtteil;Schönau;73;98
5122;2015;0070;Stadtteil;Schönau;75;127
5124;2015;0070;Stadtteil;Schönau;77;108
5125;2015;0070;Stadtteil;Schönau;78;107
5127;2015;0070;Stadtteil;Schönau;80;77
5131;2015;0070;Stadtteil;Schönau;84;60
5134;2015;0081;Stadtteil;Waldhof;0;106
5135;2015;0081;Stadtteil;Waldhof;1;111
5140;2015;0081;Stadtteil;Waldhof;6;103
5143;2015;0081;Stadtteil;Waldhof;9;110
5145;2015;0081;Stadtteil;Waldhof;11;100
5147;2015;0081;Stadtteil;Waldhof;13;92
5149;2015;0081;Stadtteil;Waldhof;15;100
5150;2015;0081;Stadtteil;Waldhof;16;115
5151;2015;0081;Stadtteil;Waldhof;17;111
5152;2015;0081;Stadtteil;Waldhof;18;108
5156;2015;0081;Stadtteil;Waldhof;22;137
5159;2015;0081;Stadtteil;Waldhof;25;180
5160;2015;0081;Stadtteil;Waldhof;26;162
5161;2015;0081;Stadtteil;Waldhof;27;172
5162;2015;0081;Stadtteil;Waldhof;28;189
5167;2015;0081;Stadtteil;Waldhof;33;152
5170;2015;0081;Stadtteil;Waldhof;36;129
5173;2015;0081;Stadtteil;Waldhof;39;142
5179;2015;0081;Stadtteil;Waldhof;45;139
5185;2015;0081;Stadtteil;Waldhof;51;175
5189;2015;0081;Stadtteil;Waldhof;55;149
5191;2015;0081;Stadtteil;Waldhof;57;130
5193;2015;0081;Stadtteil;Waldhof;59;130
5194;2015;0081;Stadtteil;Waldhof;60;105
5196;2015;0081;Stadtteil;Waldhof;62;120
5198;2015;0081;Stadtteil;Waldhof;64;98
5200;2015;0081;Stadtteil;Waldhof;66;96
5201;2015;0081;Stadtteil;Waldhof;67;95
5213;2015;0081;Stadtteil;Waldhof;79;102
5214;2015;0081;Stadtteil;Waldhof;80;96
5215;2015;0081;Stadtteil;Waldhof;81;77
5220;2015;0081;Stadtteil;Waldhof;90+;103
5223;2015;0082;Stadtteil;Gartenstadt;2;71
5225;2015;0082;Stadtteil;Gartenstadt;4;85
5227;2015;0082;Stadtteil;Gartenstadt;6;86
5228;2015;0082;Stadtteil;Gartenstadt;7;104
5231;2015;0082;Stadtteil;Gartenstadt;10;95
5232;2015;0082;Stadtteil;Gartenstadt;11;114
5233;2015;0082;Stadtteil;Gartenstadt;12;82
5236;2015;0082;Stadtteil;Gartenstadt;15;121
5237;2015;0082;Stadtteil;Gartenstadt;16;132
5242;2015;0082;Stadtteil;Gartenstadt;21;119
5244;2015;0082;Stadtteil;Gartenstadt;23;100
5248;2015;0082;Stadtteil;Gartenstadt;27;95
5253;2015;0082;Stadtteil;Gartenstadt;32;98
5257;2015;0082;Stadtteil;Gartenstadt;36;106
5259;2015;0082;Stadtteil;Gartenstadt;38;90
5265;2015;0082;Stadtteil;Gartenstadt;44;153
5266;2015;0082;Stadtteil;Gartenstadt;45;152
5268;2015;0082;Stadtteil;Gartenstadt;47;180
5271;2015;0082;Stadtteil;Gartenstadt;50;201
5272;2015;0082;Stadtteil;Gartenstadt;51;192
5279;2015;0082;Stadtteil;Gartenstadt;58;180
5283;2015;0082;Stadtteil;Gartenstadt;62;127
5286;2015;0082;Stadtteil;Gartenstadt;65;146
5287;2015;0082;Stadtteil;Gartenstadt;66;130
5487;2015;0092;Stadtteil;Neuhermsheim;5;56
5492;2015;0092;Stadtteil;Neuhermsheim;10;62
5493;2015;0092;Stadtteil;Neuhermsheim;11;49
5495;2015;0092;Stadtteil;Neuhermsheim;13;55
5505;2015;0092;Stadtteil;Neuhermsheim;23;47
5506;2015;0092;Stadtteil;Neuhermsheim;24;56
5507;2015;0092;Stadtteil;Neuhermsheim;25;34
5509;2015;0092;Stadtteil;Neuhermsheim;27;45
5512;2015;0092;Stadtteil;Neuhermsheim;30;50
5513;2015;0092;Stadtteil;Neuhermsheim;31;57
5515;2015;0092;Stadtteil;Neuhermsheim;33;61
5518;2015;0092;Stadtteil;Neuhermsheim;36;53
5519;2015;0092;Stadtteil;Neuhermsheim;37;62
5527;2015;0092;Stadtteil;Neuhermsheim;45;70
5528;2015;0092;Stadtteil;Neuhermsheim;46;93
5529;2015;0092;Stadtteil;Neuhermsheim;47;84
5530;2015;0092;Stadtteil;Neuhermsheim;48;88
5531;2015;0092;Stadtteil;Neuhermsheim;49;90
5542;2015;0092;Stadtteil;Neuhermsheim;60;62
5545;2015;0092;Stadtteil;Neuhermsheim;63;32
5546;2015;0092;Stadtteil;Neuhermsheim;64;34
5550;2015;0092;Stadtteil;Neuhermsheim;68;41
5557;2015;0092;Stadtteil;Neuhermsheim;75;32
5560;2015;0092;Stadtteil;Neuhermsheim;78;27
5562;2015;0092;Stadtteil;Neuhermsheim;80;23
5567;2015;0092;Stadtteil;Neuhermsheim;85-89;82
5569;2015;0101;Stadtteil;Seckenheim;0;119
5571;2015;0101;Stadtteil;Seckenheim;2;115
5572;2015;0101;Stadtteil;Seckenheim;3;118
5579;2015;0101;Stadtteil;Seckenheim;10;125
5580;2015;0101;Stadtteil;Seckenheim;11;117
5584;2015;0101;Stadtteil;Seckenheim;15;143
