Nr.;Jahr;Gemeindeteilschlüssel;Gemeindeteilebene;Gemeindeteilname;Alter;Bevölkerung am Ort der Hauptwohnung
3403;2016;0101;Stadtteil;Seckenheim;9;118
3408;2016;0101;Stadtteil;Seckenheim;14;134
3411;2016;0101;Stadtteil;Seckenheim;17;178
3412;2016;0101;Stadtteil;Seckenheim;18;153
3418;2016;0101;Stadtteil;Seckenheim;24;158
3420;2016;0101;Stadtteil;Seckenheim;26;175
3436;2016;0101;Stadtteil;Seckenheim;42;148
3438;2016;0101;Stadtteil;Seckenheim;44;187
3440;2016;0101;Stadtteil;Seckenheim;46;192
3442;2016;0101;Stadtteil;Seckenheim;48;231
3446;2016;0101;Stadtteil;Seckenheim;52;258
3448;2016;0101;Stadtteil;Seckenheim;54;226
3453;2016;0101;Stadtteil;Seckenheim;59;173
3455;2016;0101;Stadtteil;Seckenheim;61;144
3463;2016;0101;Stadtteil;Seckenheim;69;112
3464;2016;0101;Stadtteil;Seckenheim;70;93
3469;2016;0101;Stadtteil;Seckenheim;75;109
3471;2016;0101;Stadtteil;Seckenheim;77;111
3479;2016;0101;Stadtteil;Seckenheim;85-89;247
3481;2016;0102;Stadtteil;Hochstätt;0;57
3485;2016;0102;Stadtteil;Hochstätt;4;50
3488;2016;0102;Stadtteil;Hochstätt;7;58
3489;2016;0102;Stadtteil;Hochstätt;8;46
3492;2016;0102;Stadtteil;Hochstätt;11;46
3494;2016;0102;Stadtteil;Hochstätt;13;45
3498;2016;0102;Stadtteil;Hochstätt;17;51
3505;2016;0102;Stadtteil;Hochstätt;24;44
3506;2016;0102;Stadtteil;Hochstätt;25;49
3508;2016;0102;Stadtteil;Hochstätt;27;40
3509;2016;0102;Stadtteil;Hochstätt;28;59
3515;2016;0102;Stadtteil;Hochstätt;34;46
3516;2016;0102;Stadtteil;Hochstätt;35;35
3518;2016;0102;Stadtteil;Hochstätt;37;54
3519;2016;0102;Stadtteil;Hochstätt;38;49
3526;2016;0102;Stadtteil;Hochstätt;45;49
3527;2016;0102;Stadtteil;Hochstätt;46;43
3532;2016;0102;Stadtteil;Hochstätt;51;53
3537;2016;0102;Stadtteil;Hochstätt;56;26
3539;2016;0102;Stadtteil;Hochstätt;58;30
3540;2016;0102;Stadtteil;Hochstätt;59;28
3541;2016;0102;Stadtteil;Hochstätt;60;26
3543;2016;0102;Stadtteil;Hochstätt;62;30
3544;2016;0102;Stadtteil;Hochstätt;63;19
3545;2016;0102;Stadtteil;Hochstätt;64;23
3548;2016;0102;Stadtteil;Hochstätt;67;23
3552;2016;0102;Stadtteil;Hochstätt;71;17
3553;2016;0102;Stadtteil;Hochstätt;72;15
3557;2016;0102;Stadtteil;Hochstätt;76;10
3558;2016;0102;Stadtteil;Hochstätt;77;12
3559;2016;0102;Stadtteil;Hochstätt;78;18
3560;2016;0102;Stadtteil;Hochstätt;79;14
3562;2016;0102;Stadtteil;Hochstätt;81;14
3564;2016;0102;Stadtteil;Hochstätt;83;9
3565;2016;0102;Stadtteil;Hochstätt;84;9
3568;2016;0110;Stadtteil;Friedrichsfeld;0;57
3569;2016;0110;Stadtteil;Friedrichsfeld;1;47
3571;2016;0110;Stadtteil;Friedrichsfeld;3;40
3572;2016;0110;Stadtteil;Friedrichsfeld;4;45
3576;2016;0110;Stadtteil;Friedrichsfeld;8;34
1739;2017;0140;Stadtteil;Wallstadt;85-89;155
1740;2017;0140;Stadtteil;Wallstadt;90+;62
1741;2017;0150;Stadtteil;Feudenheim;0;118
1743;2017;0150;Stadtteil;Feudenheim;2;115
1744;2017;0150;Stadtteil;Feudenheim;3;129
1747;2017;0150;Stadtteil;Feudenheim;6;124
1751;2017;0150;Stadtteil;Feudenheim;10;125
1760;2017;0150;Stadtteil;Feudenheim;19;185
1766;2017;0150;Stadtteil;Feudenheim;25;164
1772;2017;0150;Stadtteil;Feudenheim;31;182
1780;2017;0150;Stadtteil;Feudenheim;39;162
1781;2017;0150;Stadtteil;Feudenheim;40;158
1782;2017;0150;Stadtteil;Feudenheim;41;145
1786;2017;0150;Stadtteil;Feudenheim;45;189
1787;2017;0150;Stadtteil;Feudenheim;46;221
1790;2017;0150;Stadtteil;Feudenheim;49;254
1793;2017;0150;Stadtteil;Feudenheim;52;234
1794;2017;0150;Stadtteil;Feudenheim;53;251
1795;2017;0150;Stadtteil;Feudenheim;54;242
1796;2017;0150;Stadtteil;Feudenheim;55;224
1801;2017;0150;Stadtteil;Feudenheim;60;221
1804;2017;0150;Stadtteil;Feudenheim;63;187
1808;2017;0150;Stadtteil;Feudenheim;67;161
1813;2017;0150;Stadtteil;Feudenheim;72;125
1814;2017;0150;Stadtteil;Feudenheim;73;186
1816;2017;0150;Stadtteil;Feudenheim;75;168
1817;2017;0150;Stadtteil;Feudenheim;76;179
1819;2017;0150;Stadtteil;Feudenheim;78;161
1820;2017;0150;Stadtteil;Feudenheim;79;161
1832;2017;0161;Stadtteil;Neckarau;4;123
1835;2017;0161;Stadtteil;Neckarau;7;116
1836;2017;0161;Stadtteil;Neckarau;8;111
1841;2017;0161;Stadtteil;Neckarau;13;133
1849;2017;0161;Stadtteil;Neckarau;21;228
1850;2017;0161;Stadtteil;Neckarau;22;224
1856;2017;0161;Stadtteil;Neckarau;28;265
1859;2017;0161;Stadtteil;Neckarau;31;232
1861;2017;0161;Stadtteil;Neckarau;33;233
1863;2017;0161;Stadtteil;Neckarau;35;238
1864;2017;0161;Stadtteil;Neckarau;36;241
1866;2017;0161;Stadtteil;Neckarau;38;213
1869;2017;0161;Stadtteil;Neckarau;41;225
1871;2017;0161;Stadtteil;Neckarau;43;218
1873;2017;0161;Stadtteil;Neckarau;45;219
1874;2017;0161;Stadtteil;Neckarau;46;201
1876;2017;0161;Stadtteil;Neckarau;48;252
1878;2017;0161;Stadtteil;Neckarau;50;271
1887;2017;0161;Stadtteil;Neckarau;59;218
1890;2017;0161;Stadtteil;Neckarau;62;187
1892;2017;0161;Stadtteil;Neckarau;64;180
1893;2017;0161;Stadtteil;Neckarau;65;188
1894;2017;0161;Stadtteil;Neckarau;66;173
1895;2017;0161;Stadtteil;Neckarau;67;134
1896;2017;0161;Stadtteil;Neckarau;68;163
1898;2017;0161;Stadtteil;Neckarau;70;157
1900;2017;0161;Stadtteil;Neckarau;72;99
1904;2017;0161;Stadtteil;Neckarau;76;143
1905;2017;0161;Stadtteil;Neckarau;77;151
1918;2017;0162;Stadtteil;Niederfeld;3;56
1923;2017;0162;Stadtteil;Niederfeld;8;48
1927;2017;0162;Stadtteil;Niederfeld;12;48
1937;2017;0162;Stadtteil;Niederfeld;22;104
1939;2017;0162;Stadtteil;Niederfeld;24;91
1943;2017;0162;Stadtteil;Niederfeld;28;86
1944;2017;0162;Stadtteil;Niederfeld;29;118
1945;2017;0162;Stadtteil;Niederfeld;30;88
1947;2017;0162;Stadtteil;Niederfeld;32;97
1948;2017;0162;Stadtteil;Niederfeld;33;110
1953;2017;0162;Stadtteil;Niederfeld;38;99
1955;2017;0162;Stadtteil;Niederfeld;40;91
1957;2017;0162;Stadtteil;Niederfeld;42;87
1958;2017;0162;Stadtteil;Niederfeld;43;85
1959;2017;0162;Stadtteil;Niederfeld;44;83
1965;2017;0162;Stadtteil;Niederfeld;50;125
1966;2017;0162;Stadtteil;Niederfeld;51;122
1969;2017;0162;Stadtteil;Niederfeld;54;124
1972;2017;0162;Stadtteil;Niederfeld;57;125
1974;2017;0162;Stadtteil;Niederfeld;59;110
1978;2017;0162;Stadtteil;Niederfeld;63;93
1979;2017;0162;Stadtteil;Niederfeld;64;99
1981;2017;0162;Stadtteil;Niederfeld;66;79
1987;2017;0162;Stadtteil;Niederfeld;72;59
1993;2017;0162;Stadtteil;Niederfeld;78;84
1997;2017;0162;Stadtteil;Niederfeld;82;73
1998;2017;0162;Stadtteil;Niederfeld;83;64
1999;2017;0162;Stadtteil;Niederfeld;84;44
2;2017;0000;Stadt;Mannheim;1;3154
6;2017;0000;Stadt;Mannheim;5;2496
8;2017;0000;Stadt;Mannheim;7;2536
9;2017;0000;Stadt;Mannheim;8;2537
10;2017;0000;Stadt;Mannheim;9;2542
11;2017;0000;Stadt;Mannheim;10;2555
12;2017;0000;Stadt;Mannheim;11;2463
13;2017;0000;Stadt;Mannheim;12;2521
18;2017;0000;Stadt;Mannheim;17;2765
19;2017;0000;Stadt;Mannheim;18;3173
20;2017;0000;Stadt;Mannheim;19;3843
21;2017;0000;Stadt;Mannheim;20;4474
27;2017;0000;Stadt;Mannheim;26;5253
31;2017;0000;Stadt;Mannheim;30;5342
1565;2017;0120;Stadtteil;Käfertal;85-89;423
1568;2017;0130;Stadtteil;Vogelstang;1;108
1570;2017;0130;Stadtteil;Vogelstang;3;110
1572;2017;0130;Stadtteil;Vogelstang;5;104
1575;2017;0130;Stadtteil;Vogelstang;8;119
1579;2017;0130;Stadtteil;Vogelstang;12;103
1580;2017;0130;Stadtteil;Vogelstang;13;120
1582;2017;0130;Stadtteil;Vogelstang;15;106
1583;2017;0130;Stadtteil;Vogelstang;16;110
1591;2017;0130;Stadtteil;Vogelstang;24;106
1594;2017;0130;Stadtteil;Vogelstang;27;113
1596;2017;0130;Stadtteil;Vogelstang;29;134
1597;2017;0130;Stadtteil;Vogelstang;30;141
1599;2017;0130;Stadtteil;Vogelstang;32;140
1604;2017;0130;Stadtteil;Vogelstang;37;149
1608;2017;0130;Stadtteil;Vogelstang;41;137
1611;2017;0130;Stadtteil;Vogelstang;44;153
1615;2017;0130;Stadtteil;Vogelstang;48;159
1616;2017;0130;Stadtteil;Vogelstang;49;178
1619;2017;0130;Stadtteil;Vogelstang;52;191
1623;2017;0130;Stadtteil;Vogelstang;56;203
1624;2017;0130;Stadtteil;Vogelstang;57;199
1625;2017;0130;Stadtteil;Vogelstang;58;155
1626;2017;0130;Stadtteil;Vogelstang;59;166
1627;2017;0130;Stadtteil;Vogelstang;60;166
1631;2017;0130;Stadtteil;Vogelstang;64;135
1632;2017;0130;Stadtteil;Vogelstang;65;125
1638;2017;0130;Stadtteil;Vogelstang;71;143
1640;2017;0130;Stadtteil;Vogelstang;73;151
1644;2017;0130;Stadtteil;Vogelstang;77;206
1648;2017;0130;Stadtteil;Vogelstang;81;184
1649;2017;0130;Stadtteil;Vogelstang;82;166
1651;2017;0130;Stadtteil;Vogelstang;84;106
1652;2017;0130;Stadtteil;Vogelstang;85-89;367
1653;2017;0130;Stadtteil;Vogelstang;90+;149
1655;2017;0140;Stadtteil;Wallstadt;1;85
1657;2017;0140;Stadtteil;Wallstadt;3;70
1658;2017;0140;Stadtteil;Wallstadt;4;69
1665;2017;0140;Stadtteil;Wallstadt;11;68
1667;2017;0140;Stadtteil;Wallstadt;13;76
1669;2017;0140;Stadtteil;Wallstadt;15;70
1670;2017;0140;Stadtteil;Wallstadt;16;94
1671;2017;0140;Stadtteil;Wallstadt;17;62
1673;2017;0140;Stadtteil;Wallstadt;19;79
1674;2017;0140;Stadtteil;Wallstadt;20;68
1675;2017;0140;Stadtteil;Wallstadt;21;55
1677;2017;0140;Stadtteil;Wallstadt;23;69
1678;2017;0140;Stadtteil;Wallstadt;24;69
1679;2017;0140;Stadtteil;Wallstadt;25;61
1682;2017;0140;Stadtteil;Wallstadt;28;92
1687;2017;0140;Stadtteil;Wallstadt;33;82
1688;2017;0140;Stadtteil;Wallstadt;34;98
1689;2017;0140;Stadtteil;Wallstadt;35;81
1691;2017;0140;Stadtteil;Wallstadt;37;99
1692;2017;0140;Stadtteil;Wallstadt;38;102
1693;2017;0140;Stadtteil;Wallstadt;39;86
1694;2017;0140;Stadtteil;Wallstadt;40;100
1696;2017;0140;Stadtteil;Wallstadt;42;82
1697;2017;0140;Stadtteil;Wallstadt;43;100
1705;2017;0140;Stadtteil;Wallstadt;51;161
1706;2017;0140;Stadtteil;Wallstadt;52;151
1707;2017;0140;Stadtteil;Wallstadt;53;136
1710;2017;0140;Stadtteil;Wallstadt;56;136
1712;2017;0140;Stadtteil;Wallstadt;58;99
1716;2017;0140;Stadtteil;Wallstadt;62;113
1717;2017;0140;Stadtteil;Wallstadt;63;119
1722;2017;0140;Stadtteil;Wallstadt;68;85
1725;2017;0140;Stadtteil;Wallstadt;71;87
1726;2017;0140;Stadtteil;Wallstadt;72;82
1733;2017;0140;Stadtteil;Wallstadt;79;84
1734;2017;0140;Stadtteil;Wallstadt;80;80
1737;2017;0140;Stadtteil;Wallstadt;83;52
1742;2017;0150;Stadtteil;Feudenheim;1;132
1746;2017;0150;Stadtteil;Feudenheim;5;122
1752;2017;0150;Stadtteil;Feudenheim;11;115
1753;2017;0150;Stadtteil;Feudenheim;12;142
1754;2017;0150;Stadtteil;Feudenheim;13;117
1755;2017;0150;Stadtteil;Feudenheim;14;126
1758;2017;0150;Stadtteil;Feudenheim;17;147
1762;2017;0150;Stadtteil;Feudenheim;21;148
1765;2017;0150;Stadtteil;Feudenheim;24;133
1768;2017;0150;Stadtteil;Feudenheim;27;179
1771;2017;0150;Stadtteil;Feudenheim;30;181
1774;2017;0150;Stadtteil;Feudenheim;33;160
1775;2017;0150;Stadtteil;Feudenheim;34;168
1776;2017;0150;Stadtteil;Feudenheim;35;189
1778;2017;0150;Stadtteil;Feudenheim;37;196
1779;2017;0150;Stadtteil;Feudenheim;38;152
1783;2017;0150;Stadtteil;Feudenheim;42;162
1784;2017;0150;Stadtteil;Feudenheim;43;209
1785;2017;0150;Stadtteil;Feudenheim;44;189
1788;2017;0150;Stadtteil;Feudenheim;47;209
1789;2017;0150;Stadtteil;Feudenheim;48;223
1797;2017;0150;Stadtteil;Feudenheim;56;203
1802;2017;0150;Stadtteil;Feudenheim;61;213
1803;2017;0150;Stadtteil;Feudenheim;62;199
1809;2017;0150;Stadtteil;Feudenheim;68;178
1821;2017;0150;Stadtteil;Feudenheim;80;138
1822;2017;0150;Stadtteil;Feudenheim;81;117
1827;2017;0150;Stadtteil;Feudenheim;90+;220
3577;2016;0110;Stadtteil;Friedrichsfeld;9;42
3578;2016;0110;Stadtteil;Friedrichsfeld;10;36
3582;2016;0110;Stadtteil;Friedrichsfeld;14;36
3583;2016;0110;Stadtteil;Friedrichsfeld;15;40
3584;2016;0110;Stadtteil;Friedrichsfeld;16;54
3586;2016;0110;Stadtteil;Friedrichsfeld;18;55
3587;2016;0110;Stadtteil;Friedrichsfeld;19;41
3588;2016;0110;Stadtteil;Friedrichsfeld;20;51
3593;2016;0110;Stadtteil;Friedrichsfeld;25;71
3596;2016;0110;Stadtteil;Friedrichsfeld;28;61
3597;2016;0110;Stadtteil;Friedrichsfeld;29;65
3598;2016;0110;Stadtteil;Friedrichsfeld;30;83
3600;2016;0110;Stadtteil;Friedrichsfeld;32;72
3603;2016;0110;Stadtteil;Friedrichsfeld;35;66
3607;2016;0110;Stadtteil;Friedrichsfeld;39;54
3608;2016;0110;Stadtteil;Friedrichsfeld;40;56
3609;2016;0110;Stadtteil;Friedrichsfeld;41;68
3614;2016;0110;Stadtteil;Friedrichsfeld;46;81
3616;2016;0110;Stadtteil;Friedrichsfeld;48;76
3620;2016;0110;Stadtteil;Friedrichsfeld;52;104
3621;2016;0110;Stadtteil;Friedrichsfeld;53;102
3622;2016;0110;Stadtteil;Friedrichsfeld;54;101
3633;2016;0110;Stadtteil;Friedrichsfeld;65;77
3634;2016;0110;Stadtteil;Friedrichsfeld;66;59
3636;2016;0110;Stadtteil;Friedrichsfeld;68;67
3637;2016;0110;Stadtteil;Friedrichsfeld;69;49
3638;2016;0110;Stadtteil;Friedrichsfeld;70;49
3641;2016;0110;Stadtteil;Friedrichsfeld;73;54
3643;2016;0110;Stadtteil;Friedrichsfeld;75;70
3646;2016;0110;Stadtteil;Friedrichsfeld;78;46
3648;2016;0110;Stadtteil;Friedrichsfeld;80;45
3651;2016;0110;Stadtteil;Friedrichsfeld;83;33
3655;2016;0120;Stadtteil;Käfertal;0;320
3656;2016;0120;Stadtteil;Käfertal;1;271
3658;2016;0120;Stadtteil;Käfertal;3;273
3660;2016;0120;Stadtteil;Käfertal;5;231
3661;2016;0120;Stadtteil;Käfertal;6;232
3665;2016;0120;Stadtteil;Käfertal;10;220
3669;2016;0120;Stadtteil;Käfertal;14;246
3670;2016;0120;Stadtteil;Käfertal;15;253
3671;2016;0120;Stadtteil;Käfertal;16;270
3672;2016;0120;Stadtteil;Käfertal;17;290
3673;2016;0120;Stadtteil;Käfertal;18;385
3675;2016;0120;Stadtteil;Käfertal;20;434
3677;2016;0120;Stadtteil;Käfertal;22;425
3678;2016;0120;Stadtteil;Käfertal;23;371
3680;2016;0120;Stadtteil;Käfertal;25;456
3682;2016;0120;Stadtteil;Käfertal;27;464
3683;2016;0120;Stadtteil;Käfertal;28;499
3687;2016;0120;Stadtteil;Käfertal;32;392
3688;2016;0120;Stadtteil;Käfertal;33;371
3693;2016;0120;Stadtteil;Käfertal;38;391
3694;2016;0120;Stadtteil;Käfertal;39;299
3699;2016;0120;Stadtteil;Käfertal;44;311
3700;2016;0120;Stadtteil;Käfertal;45;382
3709;2016;0120;Stadtteil;Käfertal;54;382
3710;2016;0120;Stadtteil;Käfertal;55;381
3712;2016;0120;Stadtteil;Käfertal;57;341
3713;2016;0120;Stadtteil;Käfertal;58;328
3714;2016;0120;Stadtteil;Käfertal;59;326
3715;2016;0120;Stadtteil;Käfertal;60;287
3718;2016;0120;Stadtteil;Käfertal;63;270
3719;2016;0120;Stadtteil;Käfertal;64;274
3720;2016;0120;Stadtteil;Käfertal;65;248
3723;2016;0120;Stadtteil;Käfertal;68;248
3725;2016;0120;Stadtteil;Käfertal;70;235
3728;2016;0120;Stadtteil;Käfertal;73;216
3729;2016;0120;Stadtteil;Käfertal;74;210
3730;2016;0120;Stadtteil;Käfertal;75;242
3736;2016;0120;Stadtteil;Käfertal;81;178
3739;2016;0120;Stadtteil;Käfertal;84;116
3745;2016;0130;Stadtteil;Vogelstang;3;106
3747;2016;0130;Stadtteil;Vogelstang;5;117
3748;2016;0130;Stadtteil;Vogelstang;6;98
3751;2016;0130;Stadtteil;Vogelstang;9;119
3752;2016;0130;Stadtteil;Vogelstang;10;126
3754;2016;0130;Stadtteil;Vogelstang;12;116
3755;2016;0130;Stadtteil;Vogelstang;13;122
3758;2016;0130;Stadtteil;Vogelstang;16;127
3761;2016;0130;Stadtteil;Vogelstang;19;132
3762;2016;0130;Stadtteil;Vogelstang;20;114
3764;2016;0130;Stadtteil;Vogelstang;22;110
3766;2016;0130;Stadtteil;Vogelstang;24;111
3768;2016;0130;Stadtteil;Vogelstang;26;102
3770;2016;0130;Stadtteil;Vogelstang;28;135
3771;2016;0130;Stadtteil;Vogelstang;29;145
3774;2016;0130;Stadtteil;Vogelstang;32;149
3776;2016;0130;Stadtteil;Vogelstang;34;152
3778;2016;0130;Stadtteil;Vogelstang;36;158
3779;2016;0130;Stadtteil;Vogelstang;37;128
3781;2016;0130;Stadtteil;Vogelstang;39;146
3782;2016;0130;Stadtteil;Vogelstang;40;135
3783;2016;0130;Stadtteil;Vogelstang;41;100
3787;2016;0130;Stadtteil;Vogelstang;45;150
3792;2016;0130;Stadtteil;Vogelstang;50;201
3796;2016;0130;Stadtteil;Vogelstang;54;185
3797;2016;0130;Stadtteil;Vogelstang;55;203
3798;2016;0130;Stadtteil;Vogelstang;56;199
3802;2016;0130;Stadtteil;Vogelstang;60;150
3807;2016;0130;Stadtteil;Vogelstang;65;143
33;2017;0000;Stadt;Mannheim;32;4910
34;2017;0000;Stadt;Mannheim;33;4798
36;2017;0000;Stadt;Mannheim;35;4823
38;2017;0000;Stadt;Mannheim;37;4676
44;2017;0000;Stadt;Mannheim;43;4121
45;2017;0000;Stadt;Mannheim;44;3956
46;2017;0000;Stadt;Mannheim;45;4094
47;2017;0000;Stadt;Mannheim;46;4417
48;2017;0000;Stadt;Mannheim;47;4369
49;2017;0000;Stadt;Mannheim;48;4743
50;2017;0000;Stadt;Mannheim;49;4862
51;2017;0000;Stadt;Mannheim;50;4859
54;2017;0000;Stadt;Mannheim;53;4922
55;2017;0000;Stadt;Mannheim;54;4829
61;2017;0000;Stadt;Mannheim;60;3859
62;2017;0000;Stadt;Mannheim;61;3747
63;2017;0000;Stadt;Mannheim;62;3510
71;2017;0000;Stadt;Mannheim;70;2887
72;2017;0000;Stadt;Mannheim;71;2617
73;2017;0000;Stadt;Mannheim;72;2157
74;2017;0000;Stadt;Mannheim;73;2700
79;2017;0000;Stadt;Mannheim;78;2697
84;2017;0000;Stadt;Mannheim;83;1717
92;2017;0010;Stadtteil;Innenstadt/Jungbusch;4;199
94;2017;0010;Stadtteil;Innenstadt/Jungbusch;6;150
97;2017;0010;Stadtteil;Innenstadt/Jungbusch;9;162
98;2017;0010;Stadtteil;Innenstadt/Jungbusch;10;167
102;2017;0010;Stadtteil;Innenstadt/Jungbusch;14;180
105;2017;0010;Stadtteil;Innenstadt/Jungbusch;17;215
106;2017;0010;Stadtteil;Innenstadt/Jungbusch;18;284
109;2017;0010;Stadtteil;Innenstadt/Jungbusch;21;915
110;2017;0010;Stadtteil;Innenstadt/Jungbusch;22;916
111;2017;0010;Stadtteil;Innenstadt/Jungbusch;23;1015
112;2017;0010;Stadtteil;Innenstadt/Jungbusch;24;993
114;2017;0010;Stadtteil;Innenstadt/Jungbusch;26;878
116;2017;0010;Stadtteil;Innenstadt/Jungbusch;28;755
118;2017;0010;Stadtteil;Innenstadt/Jungbusch;30;691
120;2017;0010;Stadtteil;Innenstadt/Jungbusch;32;598
121;2017;0010;Stadtteil;Innenstadt/Jungbusch;33;543
127;2017;0010;Stadtteil;Innenstadt/Jungbusch;39;401
128;2017;0010;Stadtteil;Innenstadt/Jungbusch;40;421
131;2017;0010;Stadtteil;Innenstadt/Jungbusch;43;418
139;2017;0010;Stadtteil;Innenstadt/Jungbusch;51;340
143;2017;0010;Stadtteil;Innenstadt/Jungbusch;55;331
147;2017;0010;Stadtteil;Innenstadt/Jungbusch;59;262
148;2017;0010;Stadtteil;Innenstadt/Jungbusch;60;253
149;2017;0010;Stadtteil;Innenstadt/Jungbusch;61;272
152;2017;0010;Stadtteil;Innenstadt/Jungbusch;64;230
153;2017;0010;Stadtteil;Innenstadt/Jungbusch;65;218
155;2017;0010;Stadtteil;Innenstadt/Jungbusch;67;198
157;2017;0010;Stadtteil;Innenstadt/Jungbusch;69;191
158;2017;0010;Stadtteil;Innenstadt/Jungbusch;70;211
160;2017;0010;Stadtteil;Innenstadt/Jungbusch;72;167
163;2017;0010;Stadtteil;Innenstadt/Jungbusch;75;156
167;2017;0010;Stadtteil;Innenstadt/Jungbusch;79;151
172;2017;0010;Stadtteil;Innenstadt/Jungbusch;84;89
173;2017;0010;Stadtteil;Innenstadt/Jungbusch;85-89;277
175;2017;0020;Stadtteil;Neckarstadt-West;0;243
183;2017;0020;Stadtteil;Neckarstadt-West;8;184
187;2017;0020;Stadtteil;Neckarstadt-West;12;195
190;2017;0020;Stadtteil;Neckarstadt-West;15;170
194;2017;0020;Stadtteil;Neckarstadt-West;19;313
196;2017;0020;Stadtteil;Neckarstadt-West;21;434
200;2017;0020;Stadtteil;Neckarstadt-West;25;452
201;2017;0020;Stadtteil;Neckarstadt-West;26;445
204;2017;0020;Stadtteil;Neckarstadt-West;29;473
208;2017;0020;Stadtteil;Neckarstadt-West;33;358
210;2017;0020;Stadtteil;Neckarstadt-West;35;419
213;2017;0020;Stadtteil;Neckarstadt-West;38;384
214;2017;0020;Stadtteil;Neckarstadt-West;39;303
219;2017;0020;Stadtteil;Neckarstadt-West;44;279
220;2017;0020;Stadtteil;Neckarstadt-West;45;301
224;2017;0020;Stadtteil;Neckarstadt-West;49;281
227;2017;0020;Stadtteil;Neckarstadt-West;52;268
228;2017;0020;Stadtteil;Neckarstadt-West;53;284
234;2017;0020;Stadtteil;Neckarstadt-West;59;195
237;2017;0020;Stadtteil;Neckarstadt-West;62;185
238;2017;0020;Stadtteil;Neckarstadt-West;63;161
243;2017;0020;Stadtteil;Neckarstadt-West;68;168
245;2017;0020;Stadtteil;Neckarstadt-West;70;140
249;2017;0020;Stadtteil;Neckarstadt-West;74;106
251;2017;0020;Stadtteil;Neckarstadt-West;76;111
252;2017;0020;Stadtteil;Neckarstadt-West;77;106
259;2017;0020;Stadtteil;Neckarstadt-West;84;56
262;2017;0030;Stadtteil;Neckarstadt-Ost;0;320
269;2017;0030;Stadtteil;Neckarstadt-Ost;7;277
273;2017;0030;Stadtteil;Neckarstadt-Ost;11;242
274;2017;0030;Stadtteil;Neckarstadt-Ost;12;260
280;2017;0030;Stadtteil;Neckarstadt-Ost;18;325
281;2017;0030;Stadtteil;Neckarstadt-Ost;19;411
283;2017;0030;Stadtteil;Neckarstadt-Ost;21;489
285;2017;0030;Stadtteil;Neckarstadt-Ost;23;568
293;2017;0030;Stadtteil;Neckarstadt-Ost;31;579
295;2017;0030;Stadtteil;Neckarstadt-Ost;33;580
298;2017;0030;Stadtteil;Neckarstadt-Ost;36;574
305;2017;0030;Stadtteil;Neckarstadt-Ost;43;424
306;2017;0030;Stadtteil;Neckarstadt-Ost;44;408
310;2017;0030;Stadtteil;Neckarstadt-Ost;48;449
315;2017;0030;Stadtteil;Neckarstadt-Ost;53;451
317;2017;0030;Stadtteil;Neckarstadt-Ost;55;474
1829;2017;0161;Stadtteil;Neckarau;1;145
1830;2017;0161;Stadtteil;Neckarau;2;121
1833;2017;0161;Stadtteil;Neckarau;5;114
1834;2017;0161;Stadtteil;Neckarau;6;116
1837;2017;0161;Stadtteil;Neckarau;9;120
1839;2017;0161;Stadtteil;Neckarau;11;119
1842;2017;0161;Stadtteil;Neckarau;14;151
1843;2017;0161;Stadtteil;Neckarau;15;129
1845;2017;0161;Stadtteil;Neckarau;17;154
1848;2017;0161;Stadtteil;Neckarau;20;202
1853;2017;0161;Stadtteil;Neckarau;25;235
1855;2017;0161;Stadtteil;Neckarau;27;283
1857;2017;0161;Stadtteil;Neckarau;29;241
1867;2017;0161;Stadtteil;Neckarau;39;198
1870;2017;0161;Stadtteil;Neckarau;42;222
1879;2017;0161;Stadtteil;Neckarau;51;253
1880;2017;0161;Stadtteil;Neckarau;52;293
1888;2017;0161;Stadtteil;Neckarau;60;220
1889;2017;0161;Stadtteil;Neckarau;61;189
1897;2017;0161;Stadtteil;Neckarau;69;152
1899;2017;0161;Stadtteil;Neckarau;71;127
1901;2017;0161;Stadtteil;Neckarau;73;137
1903;2017;0161;Stadtteil;Neckarau;75;125
1907;2017;0161;Stadtteil;Neckarau;79;113
1911;2017;0161;Stadtteil;Neckarau;83;71
1913;2017;0161;Stadtteil;Neckarau;85-89;251
1922;2017;0162;Stadtteil;Niederfeld;7;44
1924;2017;0162;Stadtteil;Niederfeld;9;40
1925;2017;0162;Stadtteil;Niederfeld;10;50
1928;2017;0162;Stadtteil;Niederfeld;13;46
1929;2017;0162;Stadtteil;Niederfeld;14;62
1933;2017;0162;Stadtteil;Niederfeld;18;63
1935;2017;0162;Stadtteil;Niederfeld;20;104
1938;2017;0162;Stadtteil;Niederfeld;23;100
1941;2017;0162;Stadtteil;Niederfeld;26;112
1946;2017;0162;Stadtteil;Niederfeld;31;86
1951;2017;0162;Stadtteil;Niederfeld;36;108
1956;2017;0162;Stadtteil;Niederfeld;41;80
1961;2017;0162;Stadtteil;Niederfeld;46;92
1963;2017;0162;Stadtteil;Niederfeld;48;89
1967;2017;0162;Stadtteil;Niederfeld;52;116
1968;2017;0162;Stadtteil;Niederfeld;53;118
1970;2017;0162;Stadtteil;Niederfeld;55;130
1975;2017;0162;Stadtteil;Niederfeld;60;101
1976;2017;0162;Stadtteil;Niederfeld;61;104
1980;2017;0162;Stadtteil;Niederfeld;65;80
1982;2017;0162;Stadtteil;Niederfeld;67;83
